#Learning Rate,Lambda,Cost Threshold,Iterations,Num Training Points,Accuracy,Training Cost,Testing Cost,Parameters
0.01,0.001,0.25,1,19288,0.7511406055578598,0.019196902077502485,-1.9158629917134357e+278,0.035416283986974106,0.06738867499105111,-1430.0595546673353,0.6678166177448274,0.6668603207386806,0.07005174880058188,0.2816128025301959,0.09502863322258581,0.2262355348506949,0.6163838882892853,-0.4924744862994329,0.2442534578886909,-0.16275969603441637,0.5571410013999163,0.5040449600953821
0.01,0.001,0.25,1,19288,0.7538365823309829,0.03844096797953901,14197.28735610355,0.24452804344601403,0.18165317589008328,-1424.1419626058369,0.2108076863511238,0.8463236148760328,0.8199556982280728,0.6860063774041636,0.8211431518003222,0.7583976114132494,0.09325717821141606,-0.06224162893075624,-0.06462519129493172,0.36641170921957184,0.4260101156660695,-0.028860416900820703
0.01,0.001,0.25,1,19288,0.7519701368726669,0.03283676111729487,14210.987968303343,0.04670443820956233,0.44172159717116743,-1424.8293440352302,0.4613952385750014,0.4764892651275987,0.408162238427376,0.1464629647684475,0.21041249530218484,0.3781840149459696,0.06406044613040322,-0.19394876380432968,0.5457564250364659,0.582792194107761,0.8870835720873222,0.5550070262345149
0.01,0.001,0.25,1,19288,0.7418083782662795,-9591.530239456093,14348.068138467806,0.0020570964058158614,0.880778281360889,-1431.6841412639667,0.22779447569635006,0.48932552998406165,0.09255794797582324,0.569462417315085,0.7531715859650588,0.9395614860609844,0.8100884010258402,-0.9257512820853766,0.37534887514617193,-0.14980360738660026,0.11333917417369536,0.748372703166708
0.01,0.001,0.25,1,19288,0.7532144338448776,-9534.355858359173,14262.436013535998,0.06854766085957942,0.6388657512392305,-1427.4054961607983,0.17516296460856437,0.8929700625939765,0.31813747174855644,0.9047905092539793,0.256548313577268,0.15885911913565495,0.7115380691696453,-0.35268543996312407,0.5779789723454913,0.5421313079287525,0.9476975389383373,0.7392799766247179
0.01,0.01,0.25,1000,19288,0.7565325591041062,1137998.4763674815,-8.289611276882927e+248,13.465181870054204,1.0053295208066406,-1220.1489925578999,0.9774708648885521,4.268985386637833,-1.3838683820655926,-0.36078671821771685,-0.43680210635977745,-0.17566471900518407,1.2136619915134312,4015.4205954904655,283.18800232363856,11.751617109442611,-1.001058174699686,0.5429927031415522
0.01,0.01,0.25,1,19288,0.7538365823309829,-9661.969172371622,141999.61437987073,0.3812505220488374,0.26115041998074057,-1424.276382959244,0.9178836516990397,0.02190328785179123,0.321499043299399,0.9141481034336136,0.07071243319513529,0.27891501899622684,0.20874376930575123,-0.3248689036153739,0.4622831820725341,0.02878193485471925,0.5239233079003499,0.5868156033457189
0.01,0.01,0.25,1,19288,0.7519701368726669,-9677.706337050924,142078.18591870714,-0.16324483807275386,0.4242015575643866,-1424.6703476065836,0.4018886289542806,0.2554299345519593,0.39380882427495845,0.7266652056723716,0.20549698043393289,0.7339777245255017,0.6343857750124215,-0.6531120204830794,0.003602457654891311,0.4886649603911017,0.07533894435856998,-0.10011037229569947
0.01,0.01,0.25,1,19288,0.7418083782662795,-9591.276598820084,143512.93272169153,-0.10565597387985853,0.7442633265961952,-1431.8455196742002,0.9344071997274421,0.37189178160166014,0.4116013349485021,0.8971142932000807,0.28001351569861793,0.47070379690488234,0.27019533393507134,-0.3673010276123584,0.1200601438188803,-0.009924581531490007,0.296338823965555,0.08901364402606088
0.01,0.01,0.25,1,19288,0.7532144338448776,-9534.12393414688,142707.75306084158,0.011637498577328986,0.8200930563556594,-1427.8231364341368,0.9146567912830248,0.03217749132381162,0.33828966129230564,0.7821843192710427,0.26081357111541875,0.5797045049029259,0.4610098530839481,-0.5186068919437063,0.057463490580324905,-0.007255053378503351,0.3900707989966581,0.256798790226182
